Abortiporus biennis
Inocybe sitibunda
Inocybe snigdha
Inocybe soliana
Inocybe solida
Inocybe solitaria
Inocybe soluta
Inocybe somae
Inocybe sordida
Inocybe spadicea
Inocybe specialis
Inocybe sphaerospora
Inocybe sphagnophila
Inocybe spiniformis
Inocybe spinosae
Inocybe spinulifera
Inocybe splendens
Inocybe splendentoides
Inocybe splendidissima
Inocybe squalida
Inocybe squamosa
Inocybe squamosodisca
Inocybe squamulosa
Inocybe squarrosa
Inocybe squarrosoamethystina
Inocybe squarrosofulva
Inocybe squarrosolutea
Inocybe stangliana
Inocybe staurospora
Inocybe stellata
Inocybe stellatospora
Inocybe stellifera
Inocybe stenospora
Inocybe straminea
Inocybe striatiformis
Inocybe striatorimosa
Inocybe striatula
Inocybe strickeriana
Inocybe striipes
Inocybe strobilacea
Inocybe strobilomyces
Inocybe stuntzii
Inocybe suaveolens
Inocybe subalbidodisca
Inocybe subangustifolia
Inocybe subargentea
Inocybe subasterospora
Inocybe subbrunnea
Inocybe subcarpta
Inocybe subclavata
Inocybe subconnexa
Inocybe subdecipiens
Inocybe subdestricta
Inocybe subeutheloides
Inocybe subexilis
Inocybe subferruginea
Inocybe subfibrosoides
Inocybe subfulva
Inocybe subfulviformis
Inocybe subfuscocinnamomea
Inocybe subgeophylla
Inocybe subgeophyllomorpha
Inocybe subgiacomi
Inocybe subgigacystis
Inocybe subhirtella
Inocybe subhygrophana
Inocybe subionipes
Inocybe sublanuginosa
Inocybe sublilacina
Inocybe sublongipes
Inocybe submicrospora
Inocybe submuricellata
Inocybe subnodulosa
Inocybe subnudipes
Inocybe subochracea
Inocybe suboreina
Inocybe subpaleacea
Inocybe subpelargonium
Inocybe subporospora
Inocybe subpraetervisa
Inocybe subprominens
Inocybe subpulverulenta
Inocybe subradiata
Inocybe subretipes
Inocybe subroindica
Inocybe subrubens
Inocybe subscabella
Inocybe substellata
Inocybe substraminea
Inocybe subtilis
Inocybe subtomentosa
Inocybe subtrivialis
Inocybe subvatricosa
Inocybe subvirgata
Inocybe subvolvata
Inocybe suecica
Inocybe sulfovirescens
Inocybe suryana
Inocybe sylvicola
Inocybe syringae
Inocybe tabacina
Inocybe taedophila
Inocybe tahquamenonensis
Inocybe tarda
Inocybe tasmanica
Inocybe tauensis
Inocybe taxocystis
Inocybe tenax
Inocybe tenebricoides
Inocybe tenebrosa
Inocybe tenuiorparietalis
Inocybe tenuis
Inocybe tequendamae
Inocybe teraturgus
Inocybe terrifera
Inocybe tertia
Inocybe tetragonospora
Inocybe texensis
Inocybe thailandica
Inocybe tiburtina
Inocybe tigrina
Inocybe tigrinella
Inocybe tiliae
Inocybe timpetuana
Inocybe titibuensis
Inocybe tjallingiorum
Inocybe tomentipes
Inocybe tonalei
Inocybe torresiae
Inocybe trachysperma
Inocybe transitoria
Inocybe trechispora
Inocybe treneri
Inocybe tricolor
Inocybe tristis
Inocybe trollii
Inocybe tubarioides
Inocybe tulearensis
Inocybe tumidula
Inocybe tundrae
Inocybe turbata
Inocybe turfae
Inocybe turfosa
Inocybe tyrii
Inocybe udicola
Inocybe uliginosa
Inocybe umboninota
Inocybe umbratica
Inocybe umbrinescens
Inocybe umbrinodisca
Inocybe umbrosa
Inocybe undinea
Inocybe undulatospora
Inocybe urbana
Inocybe urceolicystis
Inocybe ursinella
Inocybe vaccina
Inocybe vagata
Inocybe valida
Inocybe variabillima
Inocybe variispora
Inocybe vaurasii
Inocybe velata
Inocybe velatipusio
Inocybe velenovskyi
Inocybe velicopia
Inocybe venerabilis
Inocybe ventricosa
Inocybe venustissima
Inocybe verbanensis
Inocybe vestalis
Inocybe vestipedes
Inocybe vialis
Inocybe vicina
Inocybe villosa
Inocybe violacea
Inocybe violaceifolia
Inocybe violaceoalbipes
Inocybe violaceocaulis
Inocybe violaceolamellata
Inocybe violaceovelata
Inocybe violeipes
Inocybe viraktha
Inocybe virgata
Inocybe viridiumbonata
Inocybe viscata
Inocybe viscida
Inocybe viscidula
Inocybe viscosissima
Inocybe vittata
Inocybe volvata
Inocybe vulpina
Inocybe vulpinella
Inocybe wayanadensis
Inocybe weberi
Inocybe whitei
Inocybe woglindeana
Inocybe xanthocystis
Inocybe xantholeuca
Inocybe xanthomelas
Inocybe xerophytica
Inocybe zangherii
Inocybe zethi
Inocybe zonatipes
Inonotus albertinii
Inonotus cuticularis
Inonotus duostratosus
Inonotus hispidus
Inonotus obliquus
Inonotus sideroides
Inonotus triqueter
Inonotus vulpinus
Inosperma acutofulvum
Inosperma adaequatum
Inosperma akirnum
Inosperma apiosmotum
Inosperma armoricanum
Inosperma aureostipes
Inosperma bicoloratum
Inosperma bongardii
Inosperma calamistratoides
Inosperma calamistratum
Inosperma carnosibulbosum
Inosperma cervicolor
Inosperma changbaiense
Inosperma chlorochroum
Inosperma cookei
Inosperma cyanotrichium
Inosperma erubescens
Inosperma fastigiellum
Inosperma fulvoumbrinum
Inosperma fuscospinulosum
Inosperma geraniodorum
Inosperma gregarium
Inosperma griseolum
Inosperma hirsutum
Inosperma insignissimum
Inosperma ionides
Inosperma kuthanii
Inosperma lanatodiscum
Inosperma latericium
Inosperma lilofastigiatum
Inosperma maculatum
Inosperma misakaense
Inosperma mucidiolens
Inosperma mutatum
Inosperma neobrunnescens
Inosperma pallidifolium
Inosperma pisciodorum
Inosperma proximum
Inosperma quercinum
Inosperma quietiodor
Inosperma reisneri
Inosperma rhodiolum
Inosperma rimosoides
Inosperma rosellicaulare
Inosperma rubricosum
Inosperma saragum
Inosperma shawarense
Inosperma subhirsutum
Inosperma subrubescens
Inosperma sulcatum
Inosperma tenerrimum
Inosperma umbrinovirens
Inosperma veliferum
Inosperma vinaceobrunneum
Inosperma viridipes
Inosperma virosum
Iodophanus carneus
Iodophanus subgranulatus
Iodophanus testaceus
Iodowynnea auriformis
Ionopezia gerardii
Ionopezia ionella
Ionosporus australis
Ionosporus longipes
Irpex conchiformis
Irpex kusanoi
Irpex lacteus
Irpex merulioides
Irpex rosettiformis
Irpex subrawakensis
Irpiciporus pachyodon
Irpicodon pendulus
Ischnoderma benzoinum
Ischnoderma fuscum
Ischnoderma resinosum
Jafnea semitosta
Jahnoporus hirtus
Jimgerdemannia ambigua
Jimgerdemannia flammicorona
Jimgerdemannia lactiflua
Jimtrappea guyanensis
Junghuhnia nitida
Kalaharituber pfeilii
Kalapuya brunnea
Kallistoskypha incarnata
Kavinia alboviridis
Kgaria cyanogranulifer
Kneiffiella subtilis
Kombocles bakaiana
Kompsoscypha phyllogena
Kotlabaea delectans
Krombholziella rugosa
Labyrinthomyces steenisii
Labyrinthomyces varius
Laccaria acanthospora
Laccaria alba
Laccaria ambigua
Laccaria amethysteo-occidentalis
Laccaria amethystina
Laccaria angustilamella
Laccaria araneosa
Laccaria aurantia
Laccaria avachaensis
Laccaria bicolor
Laccaria bisporigera
Laccaria bullipellis
Laccaria bullulifera
Laccaria caerulacea
Laccaria calospora
Laccaria canaliculata
Laccaria chibinensis
Laccaria cyanolamellata
Laccaria dallingii
Laccaria diospyricola
Laccaria echinospora
Laccaria edulis
Laccaria fagacicola
Laccaria fengkaiensis
Laccaria fibrillosa
Laccaria flavobrunnea
Laccaria fortunensis
Laccaria fraterna
Laccaria fulvogrisea
Laccaria galerinoides
Laccaria gibba
Laccaria glabripes
Laccaria gomezii
Laccaria goossensiae
Laccaria griseolilacina
Laccaria himalayensis
Laccaria indohimalayana
Laccaria japonica
Laccaria laccata
Laccaria lateritia
Laccaria lilacina
Laccaria longipes
Laccaria lutea
Laccaria macrobasidia
Laccaria macrocystidiata
Laccaria maritima
Laccaria masoniae
Laccaria miniata
Laccaria montana
Laccaria moshuijun
Laccaria murina
Laccaria nanlingensis
Laccaria negrimarginata
Laccaria neovinaceoavellanea
Laccaria nigra
Laccaria nitrophila
Laccaria nobilis
Laccaria oblongospora
Laccaria ochropurpurea
Laccaria ochrosquamulosa
Laccaria ohiensis
Laccaria olivaceogrisea
Laccaria pallidorosea
Laccaria paraphysata
Laccaria parva
Laccaria populina
Laccaria prava
Laccaria proxima
Laccaria proximella
Laccaria pruinosipes
Laccaria pseudomontana
Laccaria pumila
Laccaria purpureobadia
Laccaria roseoalbescens
Laccaria rubripora
Laccaria rubroalba
Laccaria rufobrunnea
Laccaria salmonicolor
Laccaria singeri
Laccaria squarrosa
Laccaria stellata
Laccaria striatula
Laccaria tetraspora
Laccaria torosa
Laccaria tortilis
Laccaria transilvanica
Laccaria trichodermophora
Laccaria trullissata
Laccaria umbilicata
Laccaria versiformis
Laccaria vinaceoavellanea
Laccaria vinaceobrunnea
Laccaria vinaceorosea
Laccaria violaceibasis
Laccaria violaceonigra
Laccaria violaceotincta
Laccaria vulcanica
Laccaria yunnanensis
Lachnea argillacea
Lachnea gigantea
Lachnea heterothrix
Lachnellula calyciformis
Lachnocladium archeri
Lachnocladium setulosum
Lactarius abbotanus
Lactarius abieticola
Lactarius acatlanensis
Lactarius acerrimus
Lactarius acris
Lactarius acutus
Lactarius adhaerens
Lactarius aerugineus
Lactarius aestivus
Lactarius afroscrobiculatus
Lactarius agglutinatus
Lactarius akanensis
Lactarius alachuanus
Lactarius albidigalus
Lactarius albidoarmeniacus
Lactarius albidocinereus
Lactarius albocarneus
Lactarius albocremeus
Lactarius albolutescens
Lactarius alboroseus
Lactarius alboscrobiculatus
Lactarius albus
Lactarius allochrous
Lactarius alni
Lactarius alnicola
Lactarius alpinihirtipes
Lactarius alpinus
Lactarius alutaceus
Lactarius amarus
Lactarius ambiguus
Lactarius angiocarpus
Lactarius angustifolius
Lactarius angustizonatus
Lactarius annulocystidiatus
Lactarius aquizonatus
Lactarius aquosus
Lactarius arachnisporus
Lactarius areolatus
Lactarius argillaceifolius
Lactarius argillascens
Lactarius aroostookensis
Lactarius asiae-orientalis
Lactarius aspideus
Lactarius atlanticus
Lactarius atrii
Lactarius atrobadius
Lactarius atrobrunneus
Lactarius atrofuscus
Lactarius atromarginatus
Lactarius atro-olivaceus
Lactarius atro-olivinus
Lactarius atrosquamulosus
Lactarius atroviolaceus
Lactarius atroviridis
Lactarius aurantiaco-ochraceus
Lactarius aurantiacopallens
Lactarius aurantiacus
Lactarius aurantiobrunneus
Lactarius aurantiolamellatus
Lactarius aurantionitidus
Lactarius aurantiosordidus
Lactarius aurantiozonatus
Lactarius auriolla
Lactarius ausablensis
Lactarius austrorostratus
Lactarius austroscrobiculatus
Lactarius austrotabidus
Lactarius austrotorminosus
Lactarius austrozonarius
Lactarius avellaneus
Lactarius azonites
Lactarius badiopallescens
Lactarius badiosanguineus
Lactarius badius
Lactarius baiyunensis
Lactarius baliophaeus
Lactarius barbatus
Lactarius barrowsii
Lactarius beardsleei
Lactarius beatonii
Lactarius benghalensis
Lactarius bensleyae
Lactarius betulinus
Lactarius bisporus
Lactarius blennius
Lactarius blumii
Lactarius borzianus
Lactarius brachycystidiatus
Lactarius brevipes
Lactarius brevis
Lactarius brunneoaurantiacus
Lactarius brunneocinnamomeus
Lactarius brunneohepaticus
Lactarius brunneoviolaceus
Lactarius bryophilus
Lactarius bubalinus
Lactarius buckleyanus
Lactarius burkei
Lactarius byssaceus
Lactarius caespitosus
Lactarius californiensis
Lactarius camphoratus
Lactarius capitatus
Lactarius carbonicola
Lactarius carminascens
Lactarius carnosus
Lactarius carolinensis
Lactarius cascadensis
Lactarius castaneus
Lactarius castanopsidis
Lactarius caucae
Lactarius caulocystidiatus
Lactarius cavinae
Lactarius changbaiensis
Lactarius cheilocystidiatus
Lactarius chelidonium
Lactarius chichuensis
Lactarius chromospermus
Lactarius chrysophyllus
Lactarius chrysorrheus
Lactarius ciliatus
Lactarius cinereobrunneus
Lactarius cinereoroseus
Lactarius cinereus
Lactarius cinnamomeus
Lactarius circellatus
Lactarius cistophilus
Lactarius citrinus
Lactarius citriolens
Lactarius clelandii
Lactarius clethrophilus
Lactarius clitocybiformis
Lactarius cocosiolens
Lactarius cognoscibilis
Lactarius coleopteris
Lactarius collybioides
Lactarius colorascens
Lactarius condimentus
Lactarius conglutinatus
Lactarius congolensis
Lactarius constans
Lactarius controversus
Lactarius cookei
Lactarius cordovaensis
Lactarius corrugatus
Lactarius coryli
Lactarius costaricensis
Lactarius crassiusculus
Lactarius crassus
Lactarius craterelloides
Lactarius cremicolor
Lactarius cremor
Lactarius crenulatulus
Lactarius crenulatus
Lactarius cretaceus
Lactarius crichtonii
Lactarius cristulatus
Lactarius croceigalus
Lactarius croceus
Lactarius cucurbitoides
Lactarius cupricolor
Lactarius cupularoides
Lactarius cuspidoaurantiacus
Lactarius cyaneocinereus
Lactarius cyanopus
Lactarius cyanotinctus
Lactarius cyathula
Lactarius cyathuliformis
Lactarius cystidiosus
Lactarius dafianus
Lactarius decipiens
Lactarius delicatus
Lactarius deliciosus
Lactarius densus
Lactarius denudatus
Lactarius depressus
Lactarius desideratus
Lactarius desjardinii
Lactarius deterrimus
Lactarius dewevrei
Lactarius dhakurianus
Lactarius dicymbophilus
Lactarius dilutisalmoneus
Lactarius dirkii
Lactarius dispersus
Lactarius dolichocaulis
Lactarius dombangensis
Lactarius drassinus
Lactarius dryadophilus
Lactarius dunfordii
Lactarius duplicatus
Lactarius eburneus
Lactarius echinellus
Lactarius echinosporus
Lactarius echinus
Lactarius elaioviscidus
Lactarius ermineus
Lactarius erubescens
Lactarius eucalypti
Lactarius evosmus
Lactarius exilis
Lactarius falcatus
Lactarius fallax
Lactarius favrei
Lactarius fennoscandicus
Lactarius ferruginascens
Lactarius ferrugineifolius
Lactarius ferrugineus
Lactarius firmus
Lactarius flaviaquosus
Lactarius flavidulus
Lactarius flavidus
Lactarius flavigalactus
Lactarius flavoaspideus
Lactarius flavofuscus
Lactarius flavopalustris
Lactarius flavorosescens
Lactarius flexuosus
Lactarius flocculosiceps
Lactarius floridanus
Lactarius floridus
Lactarius fluens
Lactarius foetidus
Lactarius formosus
Lactarius fraxineus
Lactarius friabilis
Lactarius frustratus
Lactarius fulgens
Lactarius fuliginellus
Lactarius fuliginosus
Lactarius fulvescens
Lactarius fulvihirtipes
Lactarius fulvissimus
Lactarius fulvus
Lactarius fumaecolor
Lactarius fumosibrunneus
Lactarius fumosus
Lactarius furfuraceus
Lactarius fuscomaculatus
Lactarius fusco-olivaceus
Lactarius fuscozonarius
Lactarius gardneri
Lactarius gerardii
Lactarius giennensis
Lactarius gigasporus
Lactarius glabrigracilis
Lactarius glabripes
Lactarius gloeocarpus
Lactarius glutigriseus
Lactarius glutininitens
Lactarius glutinosus
Lactarius glyciosmus
Lactarius gossypinus
Lactarius gracilentus
Lactarius gracilis
Lactarius grammoloma
Lactarius grandisporus
Lactarius griseogalus
Lactarius groenlandicus
Lactarius guanacastensis
Lactarius guangdongensis
Lactarius guttisporus
Lactarius guyanensis
Lactarius hatsudake
Lactarius haugiae
Lactarius helodes
Lactarius helvus
Lactarius hengduanensis
Lactarius hepaticus
Lactarius herrerae
Lactarius hibbardiae
Lactarius highlandensis
Lactarius himalayanus
Lactarius hirtipes
Lactarius hispidulus
Lactarius horakii
Lactarius hortensis
Lactarius hradecensis
Lactarius hrdovensis
Lactarius humiphilus
Lactarius hunanensis
Lactarius hygrophoroides
Lactarius hyphoinflatus
Lactarius hysginoides
Lactarius hysginus
Lactarius ilicis
Lactarius illyricus
Lactarius imbricatus
Lactarius imperceptus
Lactarius inamyloideus
Lactarius incarnatozonatus
Lactarius incarnatus
Lactarius inconspicuus
Lactarius incrustatus
Lactarius indigo
Lactarius indoaquosus
Lactarius indochrysorrheus
Lactarius indoevosmus
Lactarius indoscrobiculatus
Lactarius indoviolaceus
Lactarius indozonarius
Lactarius inquinatus
Lactarius intonsus
Lactarius irregularis
Lactarius isabellinus
Lactarius javanicus
Lactarius jecorinus
Lactarius josserandii
Lactarius kabansus
Lactarius kalospermus
Lactarius kanadii
Lactarius kauffmanii
Lactarius keralensis
Lactarius kesiyae
Lactarius kuehneri
Lactarius kumaonensis
Lactarius laccarioides
Lactarius lachungensis
Lactarius lactarioides
Lactarius lacteolutescens
Lactarius lacteovirescens
Lactarius lacunarum
Lactarius lanceolatus
Lactarius lanuginosus
Lactarius lapponicus
Lactarius laricinus
Lactarius lazulinus
Lactarius lentus
Lactarius leonis
Lactarius lepidotus
Lactarius lignicola
Lactarius lignyotellus
Lactarius lignyotus
Lactarius lilacinus
Lactarius liliputianus
Lactarius limacinus
Lactarius limacium
Lactarius listeri
Lactarius lividorubescens
Lactarius louisii
Lactarius luculentus
Lactarius luridus
Lactarius luteocanus
Lactarius lutescens
Lactarius luteus
Lactarius mackinawensis
Lactarius maculatipes
Lactarius maculosus
Lactarius mairei
Lactarius maitlyensis
Lactarius maliodorus
Lactarius mammosus
Lactarius manzanitae
Lactarius marasmioides
Lactarius marci-panis
Lactarius maruiaensis
Lactarius marylandicus
Lactarius mayawatianus
Lactarius mea
Lactarius mediterraneensis
Lactarius megalopterus
Lactarius melanodermus
Lactarius melanogalus
Lactarius mexicanus
Lactarius microbuccinatus
Lactarius microsporus
Lactarius midlandensis
Lactarius miniatescens
Lactarius miniatosporus
Lactarius minimus
Lactarius minusculus
Lactarius mirabilis
Lactarius mirus
Lactarius mitratus
Lactarius montanus
Lactarius montoyae
Lactarius moravicus
Lactarius moschatus
Lactarius moseri
Lactarius mucidus
Lactarius mukteswaricus
Lactarius muscicola
Lactarius muscosus
Lactarius musteus
Lactarius mycenoides
Lactarius nancyae
Lactarius nanus
Lactarius necator
Lactarius neglectus
Lactarius neotabidus
Lactarius neuhoffii
Lactarius nigricans
Lactarius nigroviolascens
Lactarius nimkeae
Lactarius nitidus
Lactarius nodulisporus
Lactarius nonlactifluus
Lactarius novae-zelandiae
Lactarius nudus
Lactarius obnubiloides
Lactarius obscuratus
Lactarius occidentalis
Lactarius odoratus
Lactarius oedohyphosus
Lactarius ogasawarashimensis
Lactarius olivaceobrunneus
Lactarius olivaceofuscus
Lactarius olivaceoglutinus
Lactarius olivaceopallidus
Lactarius olivaceorimosellus
Lactarius olivaceoumbrinus
Lactarius olivinus
Lactarius olympianus
Lactarius omeiensis
Lactarius omphaliiformis
Lactarius oomsisiensis
Lactarius orientaliquietus
Lactarius orientalis
Lactarius orientitorminosus
Lactarius pallescens
Lactarius pallidiolivaceus
Lactarius pallidior
Lactarius pallidizonatus
Lactarius pallidomarginatus
Lactarius pallido-ochraceus
Lactarius pallidozonarius
Lactarius pallidus
Lactarius pandani
Lactarius papillatus
Lactarius paradoxus
Lactarius parallelus
Lactarius parvulus
Lactarius pasohensis
Lactarius paucifluus
Lactarius paulus
Lactarius payettensis
Lactarius peckii
Lactarius pectinatus
Lactarius pellicularis
Lactarius pellucidus
Lactarius pennulatus
Lactarius perconicus
Lactarius perparvus
Lactarius pervelutinus
Lactarius picinus
Lactarius pilatii
Lactarius pinastri
Lactarius pinckneyensis
Lactarius pinicola
Lactarius piniolens
Lactarius planus
Lactarius pleuromacrocystidiatus
Lactarius plinthogalus
Lactarius plumbeus
Lactarius pohangensis
Lactarius politus
Lactarius polycystis
Lactarius pomiolens
Lactarius populicola
Lactarius porniniae
Lactarius praegnantissimus
Lactarius praeserifluus
Lactarius praeviscidus
Lactarius praezonatus
Lactarius proximellus
Lactarius psammicola
Lactarius pseudoaffinis
Lactarius pseudoaspideus
Lactarius pseudodeceptivus
Lactarius pseudodelicatus
Lactarius pseudodeliciosus
Lactarius pseudofallax
Lactarius pseudoflexuosus
Lactarius pseudofragilis
Lactarius pseudofuliginosus
Lactarius pseudogerardii
Lactarius pseudohatsudake
Lactarius pseudolignyotus
Lactarius pseudomaculatus
Lactarius pseudomucidus
Lactarius pseudoscrobiculatus
Lactarius pseudouvidus
Lactarius pterosporus
Lactarius pubescens
Lactarius pudorinus
Lactarius pulchrispermus
Lactarius pungens
Lactarius puniceus
Lactarius purgatorii
Lactarius purpureobadius
Lactarius purpureocastaneus
Lactarius purpureoechinatus
Lactarius purpureus
Lactarius pusillisporus
Lactarius pusillus
Lactarius pyriodorus
Lactarius pyrogalus
Lactarius qinlingensis
Lactarius quercuum
Lactarius quieticolor
Lactarius quietus
Lactarius rajmahalensis
Lactarius repraesentaneus
Lactarius resimus
Lactarius resinosus
Lactarius reticulatus
Lactarius reticulisporus
Lactarius rimosellus
Lactarius riparius
Lactarius robertianus
Lactarius romagnesii
Lactarius roseoligalus
Lactarius roseoviolascens
Lactarius rostratus
Lactarius rubidus
Lactarius rubrilacteus
Lactarius rubriviridis
Lactarius rubrobrunneus
Lactarius rubrocinctus
Lactarius rubrocorrugatus
Lactarius rubrozonatus
Lactarius rufulus
Lactarius rufus
Lactarius ruginosus
Lactarius rugosus
Lactarius rumongensis
Lactarius russuliformis
Lactarius rusticanus
Lactarius sakamotoi
Lactarius salicis-herbaceae
Lactarius salicis-reticulatae
Lactarius salmoneus
Lactarius salmonicolor
Lactarius sanguifluus
Lactarius sanguineovirescens
Lactarius sanjappae
Lactarius sanmiguelensis
Lactarius saponaceus
Lactarius sarthalanus
Lactarius saturnisporus
Lactarius saylorii
Lactarius sciaphilus
Lactarius scoticus
Lactarius scrobiculatus
Lactarius semisanguifluus
Lactarius serifluus
Lactarius shiwalikensis
Lactarius shoreae
Lactarius siccus
Lactarius sikkimensis
Lactarius silviae
Lactarius similis
Lactarius similissimus
Lactarius singeri
Lactarius sinozonarius
Lactarius smithii
Lactarius soehneri
Lactarius southworthiae
Lactarius spadiceus
Lactarius sphagneti
Lactarius spinosporus
Lactarius spinosulus
Lactarius splendens
Lactarius squamulosus
Lactarius steffenii
Lactarius stephensii
Lactarius striatus
Lactarius strigosipes
Lactarius strigosus
Lactarius stubbei
Lactarius subalpinus
Lactarius subamarus
Lactarius subatlanticus
Lactarius subaustralis
Lactarius subbaliophaeus
Lactarius subborealis
Lactarius subbrevipes
Lactarius subcircellatus
Lactarius subdulcis
Lactarius subflammeus
Lactarius subgiennensis
Lactarius subgracilis
Lactarius subhirtipes
Lactarius subindigo
Lactarius subisabellinus
Lactarius sublaccarioides
Lactarius sublacustris
Lactarius sublatus
Lactarius subolivaceus
Lactarius subomphaliformis
Lactarius subpaludosus
Lactarius subpalustris
Lactarius subplinthogalus
Lactarius subresimus
Lactarius subruginosus
Lactarius subserifluus
Lactarius substriatus
Lactarius subtestaceus
Lactarius subtorminosus
Lactarius subumbonatus
Lactarius subumbrinus
Lactarius subvelutinus
Lactarius subvernalis
Lactarius subvillosus
Lactarius subviscidus
Lactarius subzonarius
Lactarius sulcatulus
Lactarius sulcatus
Lactarius sulphosmus
Lactarius sulphurescens
Lactarius sumstinei
Lactarius syringinus
Lactarius tabidus
Lactarius taedae
Lactarius tangerinus
Lactarius tatrorum
Lactarius tawai
Lactarius telinolens
Lactarius tenellus
Lactarius tephropeplis
Lactarius terenopus
Lactarius tesquorum
Lactarius texensis
Lactarius textus
Lactarius thakalorum
Lactarius theissenii
Lactarius thiersii
Lactarius thindii
Lactarius tithymalinus
Lactarius tomentosomarginatus
Lactarius torminosulus
Lactarius torminosus
Lactarius tottoriensis
Lactarius trichodermoides
Lactarius tricolor
Lactarius trivialis
Lactarius tuberculatus
Lactarius tuomikoskii
Lactarius turpis
Lactarius umbrinopapillatus
Lactarius umerensis
Lactarius undulatus
Lactarius unicolor
Lactarius ustulatus
Lactarius uvidus
Lactarius variegatus
Lactarius verbekenae
Lactarius verecundus
Lactarius verrucosporus
Lactarius vesterholtii
Lactarius vestipes
Lactarius vietus
Lactarius villosozonatus
Lactarius vinaceopallidus
Lactarius vinaceorufescens
Lactarius vinaceosporus
Lactarius violaceomarginatus
Lactarius violascens
Lactarius virgatisporus
Lactarius viridinigrellus
Lactarius viscosus
Lactarius vividus
Lactarius volkertii
Lactarius vulgaris
Lactarius walleynii
Lactarius waltersii
Lactarius wenquanensis
Lactarius westii
Lactarius xanthogalactus
Lactarius xanthogalus
Lactarius xanthydrorheus
Lactarius yazooensis
Lactarius yumthangensis
Lactarius zebrisporus
Lactarius zonarioides
Lactarius zonarius
Lactarius zugazae
Lactifluus acicularis
Lactifluus acrissimus
Lactifluus adustus
Lactifluus albens
Lactifluus albidopectinatus
Lactifluus albocinctus
Lactifluus albomembranaceus
Lactifluus albopicrus
Lactifluus allardii
Lactifluus amazonensis
Lactifluus ambicystidiatus
Lactifluus angustus
Lactifluus annulatoangustifolius
Lactifluus annulifer
Lactifluus arcuatus
Lactifluus armeniacus
Lactifluus arsenei
Lactifluus atrovelutinus
Lactifluus aurantiifolius
Lactifluus aurantioruber
Lactifluus aurantiorugosus
Lactifluus aurantiotinctus
Lactifluus aureifolius
Lactifluus auriculiformis
Lactifluus austropiperatus
Lactifluus austrovolemus
Lactifluus batistae
Lactifluus bertillonii
Lactifluus betulicola
Lactifluus bhandaryi
Lactifluus bicapillus
Lactifluus bicolor
Lactifluus brachystegiae
Lactifluus brasiliensis
Lactifluus braunii
Lactifluus brunellus
Lactifluus brunneocarpus
Lactifluus brunneoviolascens
Lactifluus brunnescens
Lactifluus burkinabei
Lactifluus caatingae
Lactifluus caeruleitinctus
Lactifluus caliendrifer
Lactifluus caperatus
Lactifluus caribaeus
Lactifluus carmineus
Lactifluus castaneibadius
Lactifluus castanopus
Lactifluus catarinensis
Lactifluus ceraceus
Lactifluus chamaeleontinus
Lactifluus chiangraiensis
Lactifluus chiapanensis
Lactifluus chrysocarpus
Lactifluus claricolor
Lactifluus clarkeae
Lactifluus coccolobae
Lactifluus cocosmus
Lactifluus conchatulus
Lactifluus coniculus
Lactifluus corbula
Lactifluus crocatus
Lactifluus curvativus
Lactifluus cyanovirescens
Lactifluus dendriticus
Lactifluus denigricans
Lactifluus densifolius
Lactifluus dinghuensis
Lactifluus dissitus
Lactifluus distantifolius
Lactifluus domingensis
Lactifluus dunensis
Lactifluus dwaliensis
Lactifluus echinatus
Lactifluus edulis
Lactifluus emergens
Lactifluus epitheliosus
Lactifluus fazaoensis
Lactifluus flammans
Lactifluus flavellus
Lactifluus flocktoniae
Lactifluus foetens
Lactifluus fuscomarginatus
Lactifluus genevieveae
Lactifluus geoprofluens
Lactifluus gerardiellus
Lactifluus glaucescens
Lactifluus goossensiae
Lactifluus guadeloupensis
Lactifluus guanensis
Lactifluus guellyi
Lactifluus guttulatus
Lactifluus gymnocarpoides
Lactifluus gymnocarpus
Lactifluus hallingii
Lactifluus heimii
Lactifluus hezhangensis
Lactifluus holophyllus
Lactifluus hora
Lactifluus igniculus
Lactifluus ignifluus
Lactifluus indicus
Lactifluus indovolemus
Lactifluus indusiatus
Lactifluus inversus
Lactifluus jetiae
Lactifluus kanadii
Lactifluus kigomaensis
Lactifluus kivuensis
Lactifluus koreanus
Lactifluus lactiglaucus
Lactifluus laevigatus
Lactifluus lamprocystidiatus
Lactifluus latifolius
Lactifluus leae
Lactifluus leonardii
Lactifluus leoninus
Lactifluus leptomerus
Lactifluus lepus
Lactifluus leucophaeus
Lactifluus limbatus
Lactifluus longibasidius
Lactifluus longipes
Lactifluus longipilus
Lactifluus longisporus
Lactifluus longistipes
Lactifluus longivelutinus
Lactifluus lorenae
Lactifluus luminosus
Lactifluus luteolamellatus
Lactifluus luteolus
Lactifluus luteopus
Lactifluus madagascariensis
Lactifluus maenamensis
Lactifluus mamorensis
Lactifluus marielleae
Lactifluus marmoratus
Lactifluus medusae
Lactifluus melleus
Lactifluus membranaceus
Lactifluus mexicanus
Lactifluus midnapurensis
Lactifluus mordax
Lactifluus multiceps
Lactifluus multiseparatus
Lactifluus murinipes
Lactifluus nakhonphanomensis
Lactifluus nebulosus
Lactifluus neotropicus
Lactifluus nodosicystidiosus
Lactifluus nonpiscis
Lactifluus novoguineensis
Lactifluus ochrogalactus
Lactifluus oedematopus
Lactifluus olivescens
Lactifluus orientivellereus
Lactifluus orientivolemus
Lactifluus pagodicystidiatus
